3
36
22	0	0	0	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	0	1	
22	0	0	0	0	0	0	0	0	0	2	
22	0	0	0	0	0	0	0	0	1	0	
23	0	0	0	0	0	0	0	0	1	1	
22	0	0	0	0	0	0	0	0	1	2	
22	0	0	0	0	0	0	0	0	2	0	
24	0	0	0	0	0	0	0	0	2	1	
21	0	0	0	0	0	0	0	0	2	2	
22	0	0	0	0	0	0	0	1	0	0	
21	0	0	0	0	0	0	0	1	0	1	
22	0	0	0	0	0	0	0	1	0	2	
22	0	0	0	0	0	0	0	1	1	0	
21	0	0	0	0	0	0	0	1	1	1	
22	0	0	0	0	0	0	0	1	1	2	
22	0	0	0	0	0	0	0	1	2	0	
22	0	0	0	0	0	0	0	1	2	1	
21	0	0	0	0	0	0	0	1	2	2	
23	0	0	0	0	0	0	0	2	0	0	
23	0	0	0	0	0	0	0	2	0	1	
23	0	0	0	0	0	0	0	2	0	2	
25	0	0	0	0	0	0	0	2	1	0	
25	0	0	0	0	0	0	0	2	1	1	
25	0	0	0	0	0	0	0	2	1	2	
24	0	0	0	0	0	0	0	2	2	0	
25	0	0	0	0	0	0	0	2	2	1	
23	0	0	0	0	0	0	0	2	2	2	
23	0	0	0	0	0	0	1	0	0	0	
24	0	0	0	0	0	0	1	0	0	1	
23	0	0	0	0	0	0	1	0	0	2	
23	0	0	0	0	0	0	1	0	1	0	
24	0	0	0	0	0	0	1	0	1	1	
23	0	0	0	0	0	0	1	0	1	2	
23	0	0	0	0	0	0	1	0	2	0	
25	0	0	0	0	0	0	1	0	2	1	
22	0	0	0	0	0	0	1	0	2	2	
24	0	0	0	0	0	0	1	1	0	0	
23	0	0	0	0	0	0	1	1	0	1	
24	0	0	0	0	0	0	1	1	0	2	
24	0	0	0	0	0	0	1	1	1	0	
23	0	0	0	0	0	0	1	1	1	1	
24	0	0	0	0	0	0	1	1	1	2	
24	0	0	0	0	0	0	1	1	2	0	
24	0	0	0	0	0	0	1	1	2	1	
23	0	0	0	0	0	0	1	1	2	2	
23	0	0	0	0	0	0	1	2	0	0	
23	0	0	0	0	0	0	1	2	0	1	
23	0	0	0	0	0	0	1	2	0	2	
25	0	0	0	0	0	0	1	2	1	0	
25	0	0	0	0	0	0	1	2	1	1	
25	0	0	0	0	0	0	1	2	1	2	
24	0	0	0	0	0	0	1	2	2	0	
25	0	0	0	0	0	0	1	2	2	1	
23	0	0	0	0	0	0	1	2	2	2	
24	0	0	0	0	0	0	2	0	0	0	
25	0	0	0	0	0	0	2	0	0	1	
24	0	0	0	0	0	0	2	0	0	2	
23	0	0	0	0	0	0	2	0	1	0	
24	0	0	0	0	0	0	2	0	1	1	
23	0	0	0	0	0	0	2	0	1	2	
22	0	0	0	0	0	0	2	0	2	0	
24	0	0	0	0	0	0	2	0	2	1	
21	0	0	0	0	0	0	2	0	2	2	
25	0	0	0	0	0	0	2	1	0	0	
24	0	0	0	0	0	0	2	1	0	1	
25	0	0	0	0	0	0	2	1	0	2	
24	0	0	0	0	0	0	2	1	1	0	
23	0	0	0	0	0	0	2	1	1	1	
24	0	0	0	0	0	0	2	1	1	2	
23	0	0	0	0	0	0	2	1	2	0	
23	0	0	0	0	0	0	2	1	2	1	
22	0	0	0	0	0	0	2	1	2	2	
24	0	0	0	0	0	0	2	2	0	0	
24	0	0	0	0	0	0	2	2	0	1	
24	0	0	0	0	0	0	2	2	0	2	
25	0	0	0	0	0	0	2	2	1	0	
25	0	0	0	0	0	0	2	2	1	1	
25	0	0	0	0	0	0	2	2	1	2	
23	0	0	0	0	0	0	2	2	2	0	
24	0	0	0	0	0	0	2	2	2	1	
22	0	0	0	0	0	0	2	2	2	2	
25	0	0	0	0	0	1	0	0	0	0	
26	0	0	0	0	0	1	0	0	0	1	
25	0	0	0	0	0	1	0	0	0	2	
25	0	0	0	0	0	1	0	0	1	0	
26	0	0	0	0	0	1	0	0	1	1	
25	0	0	0	0	0	1	0	0	1	2	
25	0	0	0	0	0	1	0	0	2	0	
27	0	0	0	0	0	1	0	0	2	1	
24	0	0	0	0	0	1	0	0	2	2	
25	0	0	0	0	0	1	0	1	0	0	
24	0	0	0	0	0	1	0	1	0	1	
25	0	0	0	0	0	1	0	1	0	2	
25	0	0	0	0	0	1	0	1	1	0	
24	0	0	0	0	0	1	0	1	1	1	
25	0	0	0	0	0	1	0	1	1	2	
25	0	0	0	0	0	1	0	1	2	0	
25	0	0	0	0	0	1	0	1	2	1	
24	0	0	0	0	0	1	0	1	2	2	
26	0	0	0	0	0	1	0	2	0	0	
26	0	0	0	0	0	1	0	2	0	1	
26	0	0	0	0	0	1	0	2	0	2	
28	0	0	0	0	0	1	0	2	1	0	
28	0	0	0	0	0	1	0	2	1	1	
28	0	0	0	0	0	1	0	2	1	2	
27	0	0	0	0	0	1	0	2	2	0	
28	0	0	0	0	0	1	0	2	2	1	
26	0	0	0	0	0	1	0	2	2	2	
25	0	0	0	0	0	1	1	0	0	0	
26	0	0	0	0	0	1	1	0	0	1	
25	0	0	0	0	0	1	1	0	0	2	
25	0	0	0	0	0	1	1	0	1	0	
26	0	0	0	0	0	1	1	0	1	1	
25	0	0	0	0	0	1	1	0	1	2	
25	0	0	0	0	0	1	1	0	2	0	
27	0	0	0	0	0	1	1	0	2	1	
24	0	0	0	0	0	1	1	0	2	2	
26	0	0	0	0	0	1	1	1	0	0	
25	0	0	0	0	0	1	1	1	0	1	
26	0	0	0	0	0	1	1	1	0	2	
26	0	0	0	0	0	1	1	1	1	0	
25	0	0	0	0	0	1	1	1	1	1	
26	0	0	0	0	0	1	1	1	1	2	
26	0	0	0	0	0	1	1	1	2	0	
26	0	0	0	0	0	1	1	1	2	1	
25	0	0	0	0	0	1	1	1	2	2	
25	0	0	0	0	0	1	1	2	0	0	
25	0	0	0	0	0	1	1	2	0	1	
25	0	0	0	0	0	1	1	2	0	2	
27	0	0	0	0	0	1	1	2	1	0	
27	0	0	0	0	0	1	1	2	1	1	
27	0	0	0	0	0	1	1	2	1	2	
26	0	0	0	0	0	1	1	2	2	0	
27	0	0	0	0	0	1	1	2	2	1	
25	0	0	0	0	0	1	1	2	2	2	
25	0	0	0	0	0	1	2	0	0	0	
26	0	0	0	0	0	1	2	0	0	1	
25	0	0	0	0	0	1	2	0	0	2	
24	0	0	0	0	0	1	2	0	1	0	
25	0	0	0	0	0	1	2	0	1	1	
24	0	0	0	0	0	1	2	0	1	2	
23	0	0	0	0	0	1	2	0	2	0	
25	0	0	0	0	0	1	2	0	2	1	
22	0	0	0	0	0	1	2	0	2	2	
26	0	0	0	0	0	1	2	1	0	0	
25	0	0	0	0	0	1	2	1	0	1	
26	0	0	0	0	0	1	2	1	0	2	
25	0	0	0	0	0	1	2	1	1	0	
24	0	0	0	0	0	1	2	1	1	1	
25	0	0	0	0	0	1	2	1	1	2	
24	0	0	0	0	0	1	2	1	2	0	
24	0	0	0	0	0	1	2	1	2	1	
23	0	0	0	0	0	1	2	1	2	2	
25	0	0	0	0	0	1	2	2	0	0	
25	0	0	0	0	0	1	2	2	0	1	
25	0	0	0	0	0	1	2	2	0	2	
26	0	0	0	0	0	1	2	2	1	0	
26	0	0	0	0	0	1	2	2	1	1	
26	0	0	0	0	0	1	2	2	1	2	
24	0	0	0	0	0	1	2	2	2	0	
25	0	0	0	0	0	1	2	2	2	1	
23	0	0	0	0	0	1	2	2	2	2	
25	0	0	0	0	0	2	0	0	0	0	
26	0	0	0	0	0	2	0	0	0	1	
25	0	0	0	0	0	2	0	0	0	2	
25	0	0	0	0	0	2	0	0	1	0	
26	0	0	0	0	0	2	0	0	1	1	
25	0	0	0	0	0	2	0	0	1	2	
25	0	0	0	0	0	2	0	0	2	0	
27	0	0	0	0	0	2	0	0	2	1	
24	0	0	0	0	0	2	0	0	2	2	
25	0	0	0	0	0	2	0	1	0	0	
24	0	0	0	0	0	2	0	1	0	1	
25	0	0	0	0	0	2	0	1	0	2	
25	0	0	0	0	0	2	0	1	1	0	
24	0	0	0	0	0	2	0	1	1	1	
25	0	0	0	0	0	2	0	1	1	2	
25	0	0	0	0	0	2	0	1	2	0	
25	0	0	0	0	0	2	0	1	2	1	
24	0	0	0	0	0	2	0	1	2	2	
26	0	0	0	0	0	2	0	2	0	0	
26	0	0	0	0	0	2	0	2	0	1	
26	0	0	0	0	0	2	0	2	0	2	
28	0	0	0	0	0	2	0	2	1	0	
28	0	0	0	0	0	2	0	2	1	1	
28	0	0	0	0	0	2	0	2	1	2	
27	0	0	0	0	0	2	0	2	2	0	
28	0	0	0	0	0	2	0	2	2	1	
26	0	0	0	0	0	2	0	2	2	2	
25	0	0	0	0	0	2	1	0	0	0	
26	0	0	0	0	0	2	1	0	0	1	
25	0	0	0	0	0	2	1	0	0	2	
25	0	0	0	0	0	2	1	0	1	0	
26	0	0	0	0	0	2	1	0	1	1	
25	0	0	0	0	0	2	1	0	1	2	
25	0	0	0	0	0	2	1	0	2	0	
27	0	0	0	0	0	2	1	0	2	1	
24	0	0	0	0	0	2	1	0	2	2	
26	0	0	0	0	0	2	1	1	0	0	
25	0	0	0	0	0	2	1	1	0	1	
26	0	0	0	0	0	2	1	1	0	2	
26	0	0	0	0	0	2	1	1	1	0	
25	0	0	0	0	0	2	1	1	1	1	
26	0	0	0	0	0	2	1	1	1	2	
26	0	0	0	0	0	2	1	1	2	0	
26	0	0	0	0	0	2	1	1	2	1	
25	0	0	0	0	0	2	1	1	2	2	
25	0	0	0	0	0	2	1	2	0	0	
25	0	0	0	0	0	2	1	2	0	1	
25	0	0	0	0	0	2	1	2	0	2	
27	0	0	0	0	0	2	1	2	1	0	
27	0	0	0	0	0	2	1	2	1	1	
27	0	0	0	0	0	2	1	2	1	2	
26	0	0	0	0	0	2	1	2	2	0	
27	0	0	0	0	0	2	1	2	2	1	
25	0	0	0	0	0	2	1	2	2	2	
25	0	0	0	0	0	2	2	0	0	0	
26	0	0	0	0	0	2	2	0	0	1	
25	0	0	0	0	0	2	2	0	0	2	
24	0	0	0	0	0	2	2	0	1	0	
25	0	0	0	0	0	2	2	0	1	1	
24	0	0	0	0	0	2	2	0	1	2	
23	0	0	0	0	0	2	2	0	2	0	
25	0	0	0	0	0	2	2	0	2	1	
22	0	0	0	0	0	2	2	0	2	2	
26	0	0	0	0	0	2	2	1	0	0	
25	0	0	0	0	0	2	2	1	0	1	
26	0	0	0	0	0	2	2	1	0	2	
25	0	0	0	0	0	2	2	1	1	0	
24	0	0	0	0	0	2	2	1	1	1	
25	0	0	0	0	0	2	2	1	1	2	
24	0	0	0	0	0	2	2	1	2	0	
24	0	0	0	0	0	2	2	1	2	1	
23	0	0	0	0	0	2	2	1	2	2	
25	0	0	0	0	0	2	2	2	0	0	
25	0	0	0	0	0	2	2	2	0	1	
25	0	0	0	0	0	2	2	2	0	2	
26	0	0	0	0	0	2	2	2	1	0	
26	0	0	0	0	0	2	2	2	1	1	
26	0	0	0	0	0	2	2	2	1	2	
24	0	0	0	0	0	2	2	2	2	0	
25	0	0	0	0	0	2	2	2	2	1	
23	0	0	0	0	0	2	2	2	2	2	
21	0	0	0	0	1	0	0	0	0	0	
22	0	0	0	0	1	0	0	0	0	1	
22	0	0	0	0	1	0	0	0	0	2	
22	0	0	0	0	1	0	0	0	1	0	
23	0	0	0	0	1	0	0	0	1	1	
23	0	0	0	0	1	0	0	0	1	2	
23	0	0	0	0	1	0	0	0	2	0	
25	0	0	0	0	1	0	0	0	2	1	
23	0	0	0	0	1	0	0	0	2	2	
21	0	0	0	0	1	0	0	1	0	0	
20	0	0	0	0	1	0	0	1	0	1	
22	0	0	0	0	1	0	0	1	0	2	
22	0	0	0	0	1	0	0	1	1	0	
21	0	0	0	0	1	0	0	1	1	1	
23	0	0	0	0	1	0	0	1	1	2	
23	0	0	0	0	1	0	0	1	2	0	
23	0	0	0	0	1	0	0	1	2	1	
23	0	0	0	0	1	0	0	1	2	2	
22	0	0	0	0	1	0	0	2	0	0	
22	0	0	0	0	1	0	0	2	0	1	
23	0	0	0	0	1	0	0	2	0	2	
25	0	0	0	0	1	0	0	2	1	0	
25	0	0	0	0	1	0	0	2	1	1	
26	0	0	0	0	1	0	0	2	1	2	
25	0	0	0	0	1	0	0	2	2	0	
26	0	0	0	0	1	0	0	2	2	1	
25	0	0	0	0	1	0	0	2	2	2	
22	0	0	0	0	1	0	1	0	0	0	
23	0	0	0	0	1	0	1	0	0	1	
23	0	0	0	0	1	0	1	0	0	2	
23	0	0	0	0	1	0	1	0	1	0	
24	0	0	0	0	1	0	1	0	1	1	
24	0	0	0	0	1	0	1	0	1	2	
24	0	0	0	0	1	0	1	0	2	0	
26	0	0	0	0	1	0	1	0	2	1	
24	0	0	0	0	1	0	1	0	2	2	
23	0	0	0	0	1	0	1	1	0	0	
22	0	0	0	0	1	0	1	1	0	1	
24	0	0	0	0	1	0	1	1	0	2	
24	0	0	0	0	1	0	1	1	1	0	
