3
12
6	0	1	1	1	1	2	
6	0	1	1	1	1	2	
6	0	1	1	1	1	2	
6	0	1	1	1	1	2	
9	0	1	1	0	1	2	
9	0	1	1	0	1	2	
10	0	1	1	0	1	1	
10	0	1	1	0	1	1	
11	0	2	1	0	1	1	
11	0	2	1	0	1	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
12	0	2	1	0	2	1	
