3
22
15	0	1	0	1	2	2	1	0	
15	0	1	0	1	2	2	1	0	
16	0	2	1	0	0	2	1	0	
16	0	0	1	0	0	1	1	1	
17	0	2	1	0	1	1	1	1	
20	0	2	1	1	2	1	1	1	
20	0	2	1	1	2	1	1	1	
17	1	2	1	1	1	1	1	1	
17	2	2	2	1	1	0	1	1	
19	2	2	2	1	0	1	1	1	
19	2	2	2	1	0	1	1	1	
20	2	2	2	1	1	1	1	1	
20	2	2	2	1	1	1	0	1	
20	2	2	2	1	1	1	0	0	
18	2	2	2	1	1	2	1	0	
18	2	2	2	1	1	2	1	0	
20	2	2	2	1	1	1	0	0	
18	2	2	2	2	1	1	0	1	
16	2	2	1	2	1	1	0	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
16	2	2	1	2	1	1	2	1	
