3
22
14	1	1	0	0	2	1	0	2	
14	1	1	0	0	2	1	0	2	
14	1	1	0	0	2	1	0	2	
14	1	0	0	0	2	1	0	0	
15	1	0	2	0	2	1	2	0	
17	0	0	2	0	2	1	2	0	
18	0	0	2	0	2	1	0	0	
19	0	0	2	0	2	0	0	0	
19	0	0	2	0	2	0	0	0	
19	0	0	2	0	2	0	0	0	
19	0	0	2	0	2	0	0	0	
20	0	0	2	0	1	0	0	0	
20	0	0	2	0	1	0	0	0	
20	0	0	2	0	1	0	0	0	
20	0	0	2	0	1	0	0	0	
20	2	0	2	0	1	0	0	0	
20	2	0	2	0	1	0	0	0	
20	2	0	2	0	1	0	0	0	
20	2	0	2	0	1	0	0	0	
20	0	0	2	0	1	0	0	0	
20	0	0	2	0	1	0	0	0	
20	2	0	2	0	1	0	0	0	
20	2	0	2	1	1	0	0	0	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
22	0	0	2	1	1	0	0	1	
