3
22
19	2	2	1	1	2	2	0	0	
18	0	2	1	1	2	2	0	0	
18	0	2	1	1	2	2	0	0	
16	0	2	0	1	2	2	0	0	
17	0	2	0	1	2	0	0	0	
17	0	2	0	2	2	0	0	0	
17	0	2	0	2	2	0	0	0	
17	0	2	0	2	2	0	0	0	
19	0	2	1	2	2	0	0	0	
20	0	2	1	0	2	0	0	0	
20	0	2	1	0	2	0	0	0	
19	0	2	1	2	2	0	0	0	
20	0	2	1	2	0	0	0	0	
20	0	2	1	2	0	0	0	0	
20	0	2	1	2	0	0	0	0	
20	0	2	1	2	0	0	0	0	
20	0	2	1	2	0	0	0	0	
20	0	2	1	2	0	0	0	0	
17	1	2	1	2	0	0	0	0	
15	1	1	1	2	0	0	0	0	
13	1	1	0	2	0	0	0	0	
13	1	1	0	2	0	0	0	0	
14	1	1	2	2	0	0	0	0	
14	1	1	2	2	0	0	0	0	
14	1	1	2	2	0	0	0	0	
12	2	1	2	2	0	0	0	0	
11	2	0	2	2	0	0	0	0	
11	2	0	0	2	0	0	0	0	
11	2	0	0	2	0	0	0	0	
14	2	0	1	2	0	0	0	0	
14	2	0	1	0	0	0	0	0	
14	2	0	1	0	0	0	0	0	
15	2	1	1	0	0	0	0	0	
15	2	1	1	0	0	0	0	0	
16	2	2	1	0	0	0	0	0	
18	2	2	1	0	0	0	0	1	
18	2	2	1	0	0	0	0	1	
18	2	2	1	0	0	0	0	1	
20	2	2	1	0	2	0	0	1	
20	2	2	1	0	2	0	0	1	
20	2	2	1	0	2	0	0	1	
20	2	2	1	1	2	0	0	1	
20	2	2	1	1	2	0	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
21	2	2	1	1	2	2	0	1	
