3
12
9	2	1	2	2	2	2	
9	2	1	2	2	2	2	
9	2	1	2	2	2	2	
9	2	1	2	2	2	2	
9	2	1	2	2	2	2	
10	2	1	2	2	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0	
12	1	1	2	0	2	0
